112,000
112,000
79,000
125,000
132,000
129,000
70,000
70,000
70,000
77,000
93,000
93,000
78,000
78,000
86,000
86,000
108,000
119,000
120,000
181,000
128,000
139,000
139,000
170,000
144,000
144,000
167,000
100,000
167,000
148,000
145,000
82,000
355,000
333,000
337,000
359,000
373,000
329,000
320,000
378,000
378,000
282,000
282,000
324,000
362,000
391,000
284,000
311,000
282,000
282,000
292,000
292,000
292,000
338,000
338,000
321,000
254,000
254,000
351,000
354,000
354,000
354,000
359,000
359,000
359,000
359,000
359,000
89,000
333,000
301,000
253,000
355,000
451,000
343,000
124,000
121,000
95,000
86,000
86,000
95,000
74,000
74,000
131,000
144,000
144,000
147,000
65,000
59,000
65,000
65,000
65,000
65,000
65,000
142,000
142,000
142,000
142,000
142,000
142,000
50,000
56,000
67,000
67,000
61,000
61,000
86,000
108,000
72,000
88,000
107,000
110,000
110,000
110,000
89,000
110,000
110,000
85,000
93,000
103,000
113,000
77,000
77,000
85,000
85,000
71,000
73,000
73,000
73,000
73,000
73,000
93,000
93,000
81,000
81,000
81,000
81,000
81,000
89,000
107,000
78,000
78,000
100,000
145,000
95,000
95,000
95,000
87,000
87,000
138,000
94,000
95,000
102,000
86,000
113,000
215,000
166,000
188,000
79,000
69,000
69,000
69,000
89,000
62,000
56,000
58,000
90,000
72,000
72,000
72,000
72,000
72,000
101,000
61,000
55,000
96,000
62,000
62,000
62,000
62,000
91,000
91,000
55,000
55,000
55,000
83,000
71,000
71,000
71,000
66,000
86,000
69,000
69,000
53,000
58,000
53,000
130,000
130,000
118,000
130,000
130,000
118,000
130,000
90,000
90,000
90,000
90,000
118,000
118,000
67,000
67,000
67,000
61,000
67,000
70,000
171,000
59,000
65,000
59,000
65,000
65,000
65,000
65,000
65,000
65,000
65,000
65,000
69,000
69,000
63,000
69,000
101,000
65,000
65,000
88,000
72,000
72,000
77,000
79,000
89,000
98,000
89,000
98,000
78,000
78,000
65,000
117,000
131,000
131,000
124,000
124,000
98,000
94,000
94,000
86,000
146,000
160,000
146,000
216,000
216,000
236,000
236,000
172,000
93,000
130,000
130,000
130,000
130,000
166,000
166,000
130,000
121,000
121,000
121,000
121,000
121,000
128,000
123,000
123,000
90,000
114,000
332,000
335,000
58,000
58,000
99,000
99,000
99,000
79,000
79,000
79,000
65,000
81,000
81,000
115,000
115,000
115,000
